query,rank,song,artist,text,score,relevance
Unrequited love,1,Untrue,Tom Jones,"Untrue, unfaithful  
That was you  
Every other day  
There was someone new  
  
Untrue, unfaithful  
That was you  
Why was I a fool  
To fall in love with you  
  
Wishing for something  
Other than love  
Wishing that I had  
Never known love  
Wishing I could forget  
  
Wishing that I have  
Never tasted  
Kisses that suddenly  
Are wasted  
Wishing I could forget you  
Wishing we've never met  
  
Untrue, unfaithful  
That was you  
Every other day  
There was someone new  
  
Untrue, unfaithful  
That was you  
Why was I a fool  
To fall in love with you  
  
If I could stop  
The willow weeping  
If I could stop  
The sun from sleeping  
Then I could stop  
The shadows creeping  
Over my love for you  
Guess I'm still  
Missing you  
  
Untrue, unfaithful  
That was you  
Every other day  
There was someone new  
  
Untrue, unfaithful  
That was you  
Why was I a fool  
To fall in love with you

",0.4927750826,2
Unrequited love,2,Our Love Was,Who,"Our love was...  
Our love was famine, frustration  
We only acted out an imitation  
Of what real love should have been  
Then suddenly...  
  
Our love was flying  
Our love was soaring  
Our love was shining  
Like a summer morning  
  
Flying, soaring  
Shining morning  
Never leaving  
Lying, dying  
  
Love love love long  
Love love love long  
Love love love long  
Love love love long  
  
Love love love long  
Love love love long  
Love love love long  
Love love love long  
  
Love love love long  
Love love love long  
Love love love long  
Love love love long  
  
Our love was flying  
Our love was soaring  
Our love was shining  
Like a summer morning  
  
Our love was famine, frustration  
We only acted out an imitation  
Of what real love should have been  
And then suddenly...  
  
Our love was flying  
Our love was soaring  
Our love was shining  
Like a summer morning

",0.4832641482,1
Unrequited love,3,A True Love Goodbye,Roy Orbison,"A young couple stood under stars in the sky  
They pledged their love with tears in their eyes  
For this was a true love goodbye  
They stood there trembling and couldn't speak  
She tip toed and kissed his cheek  
For this was a true love goodbye  
A true love goodbye, they tried not to cry  
With words so true, they both said, ""I love you""  
Then they parted both broken hearted  
But they'll meet again some day some way  
Beyond this true love goodbye  
A true love goodbye, they tried not to cry  
With words so true, they both said, ""I love you""  
Then they parted both broken hearted  
But they'll meet again some day some way  
Beyond this true love goodbye  
True love, true love goodbye, bye my love  

",0.4722769856,1
Unrequited love,4,How Does It Feel To Be Free,Reba Mcentire,"How did it happen  
When did we lose it  
The love we looked for so long  
I'm sorry I called you  
But it's the first night you see  
How does it feel to be free  
  
How does it feel now  
To reach out for someone  
And find there's nobody there  
Is it weighing on you  
Cause it's sure killing me  
Tell me how does it feel to be free  
  
Funny how love is so hard to find  
And yet so easy to lose  
Maybe in time this old heart of mine  
Can learn to be free without you  
  
How did it happen  
When did we lose it  
The love we looked for so long  
I'm sorry I called you  
But I just have to see  
How does it feel to be free  
  
I'm sorry I called you  
But it's the first night you see  
Now how does it feel to be free

",0.46589908,2
Unrequited love,5,I Knew That We'd Meet Again,Hank Snow,"Though we said goodbye and we drifted far apart  
I knew that we'd meet again  
Though you left my arms you never left my heart  
I knew that we'd meet again  
  
The lover's lane was not the same with someone new  
How could lover's lane be same without you  
Here we are together prayers were not in vain  
I knew that we'd meet again  
  
One word was spoken and now our two hearts they were broken  
Our love had all gone astray  
That old pride do a courtin' but honey you know I was certain  
That we'd meet again some sunny day  
  
True love may sever though it will ever live on in memory  
And though honey we were parted and so broken hearted  
I knew someday you'd come back to me  
The lover's lane was not the same....

",0.464558959,1
Unrequited love,6,Promises Made,Dan Fogelberg,"Promises made  
Promises broken  
Measures of our demise  
Secrets of souls that  
Rarely get spoken  
Pleasure's a thin disguise.  
  
Dozens of ways  
Dozens of reasons  
Shielding our hearts from pain  
Riddles of romance  
That distance may yet explain.  
  
Certain of nothing  
So fearful of love  
Nobody seems to show you enough  
Over and over  
The scenes are replayed  
And once again  
Those promises made.  
  
Feeling forsaken  
Broken in two  
How did this ever happen to you?  
Taken for granted  
Bruised and betrayed  
Lonely survivors  
These promises made.  
  
Dozens of ways  
Dozens of reasons  
Shielding our hearts from pain  
Riddles of romance  
That distance may yet explain.  
  
Certain of nothing  
You're so damn fearful of love  
Nobody seems to show you enough  
Over and over  
The scenes are replayed  
And once again  
Those promises made.

",0.4603756666,2
Unrequited love,7,Just Friends,Etta James,"Just friends, lovers no more  
Just friends but not like before  
  
To think of what we've been  
Not to love again seems like pretending  
This isn't the ending  
  
True friends, drifting apart  
Two friends, but one broken heart  
We loved, we laughed, we cried  
Then suddenly love died  
The story ends and we're just friends  
  
To think of all we've been  
Not to love again seems like pretending  
This can't be the ending  
  
True friends, drifting apart  
Two friends, but one broken heart  
We loved, we laughed, we cried  
Then suddenly love died  
The story ends and we're just friends

",0.4521925449,2
Unrequited love,8,Too Much Love,Bread,"Too much sorrow  
Too much pain  
Too many reasons  
No to go back again  
Leavin' without her  
Is too much to bear  
But when we're together  
Too much nothin' to share  
But too much love  
I've never seen  
Too much love  
I don't know what it means  
  
Not enough caring  
Too many lies  
Sooner or later  
One too many goodbyes  
I got no reason  
For hangin' around  
And all my possessions  
Start to weighin' me down  
But too much love  
I've never known  
Too much love  
I need some of my own

",0.4516250193,2
Unrequited love,9,Full Of Emptiness,Donna Summer,"Full of emptiness  
Broken promises  
And love turned out so sad  
The hurt goes on and on  
  
Full of emptiness  
Hello loneliness  
Good friends will mind  
The sands of time  
Have slipped through my hands  
  
From the bottom to the top  
Why he had me feeling fine  
Then i took a long long drop  
When he walked out of my life  
My world  
  
Full of emptiness  
That and something less  
And memories of him  
Have never seemed to be

",0.4479156733,2
Unrequited love,10,I Care No More,Hank Snow,"My love has gone my pride has gone I care no more  
My heart is tired from loving you I care no more  
I don't regret the day we met when love was there  
Now love has gone life lingers on I just don't care  
Love is a thing that is crazy for all no matter who  
I had my love but I lost it all when I lost you  
  
It never should have happened and it won't no more  
(Love is a thing that is crazy for all no matter who)  
I had my love but I lost it all when I lost you  
It never should have happened and it won't no more  
My love has gone my pride has gone I care no more (care no more)

",0.4470957816,2
Jealousy,1,Jealousy,Status Quo,"Just jealousy, my jealousy  
Is what you see doing me  
Jealous of me, such jealousy  
It shouldn't be - leave me alone  
  
Time is running out, out runs the time  
I waste it on my own  
But don't think I'm alone  
Oh no, not again, I won't reply  
I can't stay on the phone  
I'll see you back at home  
I really did think that problem was solved  
But it is not  
  
Just jealousy, my jealousy  
Is what you see doing me  
Jealous of me, such jealousy  
It shouldn't be - leave me alone  
  
I've got another one, listen to me  
And don't get all hung on  
To things I have done wrong  
Oh no, not again, I won't reply  
It's only how I feel  
It sometimes seems unreal  
But everyone gets there once in a while  
Are you wishing?  
  
Just jealousy, my jealousy  
Is what you see doing me  
Jealous of me, such jealousy  
It shouldn't be - leave me alone  
Just jealousy, my jealousy  
Is what you see doing me  
Jealous of me, such jealousy  
It shouldn't be - leave me alone ....  

",0.5454646945,2
Jealousy,2,I Still Get Jealous,Louis Armstrong,"I still get jealous  
When they look at you  
I may not show it  
But I do  
  
It's more than I can bear  
When they start to stare  
'Cause they think you're  
Too good to be true  
  
I still get jealous  
When we kiss goodnight  
Unless you hold me  
Extra tight  
  
And, dear, I know a secret  
You didn't know I knew  
I still get jealous  
'Cause it pleases you  
  
And, dear, I know a secret  
You didn't know I knew  
I still get jealous  
'Cause it pleases you  
  
Maamaa  
Dear dolly, I know a secret  
You didn't know, I knew  
I still get jealous, honey  
Very jealous, ja ja ja  
I still get jealous  
'Cause it pleases you.

",0.5182346702,2
Jealousy,3,Losin' You,Nitty Gritty Dirt Band,"There's no such thing as sleep for jealous fools  
And being jealous about someone like you  
Is sort of foolish too  
The life you choose is the life you want I guess  
Losin' you might be the best thing yet  
  
The longest day I live I'll still be sufferin' from the shame  
While in the gutter you were makin' yourself quite a name  
The loneliness is all that I regret  
Losin' you might be the best thing yet  
  
Patiently I sit at home and wait,wonderin' where you are  
And what you are doin' has turned my love to hate  
I wanted you and you wanted anyone you could get  
Losin' you might be the best thing yet

",0.4853925109,2
Jealousy,4,Jealousy,Death,"What do you want from me,  
what is it you expect  
I have spoken my mind from deep inside my soul  
Behind the eyes is a place on one will be able to touch  
Containing thoughts that cannot be taken away or replaced  
You want what is not yours, Jealousy  
You want what you cannot have, Jealousy  
Spiteful harsh words, it comes as no real surprise.  
Tell me what you are.  
  
I cannot understand how you seem to exist  
On what people create for you, good must turn bad.  
Behind the eyes is a place on one will be able to touch  
Containing thoughts that cannot be taken away or replaced  
You want what is not yours, Jealousy  
You want what you cannot have, Jealousy

",0.4445726871,2
Jealousy,5,Jealous Heart,Wanda Jackson,"Jealous heart oh jealous heart stop beating can't you see the damage you have
done  
You have driven him away forever jealous heart now I'm the lonely one  
I was part of everything he planned for and I know he loved me at the start  
Now he hates the sight of all I stand for all because of you oh jealous heart  
[ steel ]  
Jealous heart why did I let you rule me when I knew the end would bring me
pain  
Now he's gone he's gone and found another and I'll never see my love again  
Through the years his memory will haunt me even though we're many miles apart  
It's so hard to know he'll never want me cause he heard your beating jealous
heart  
Cause he heard your beating jealous heart

",0.4388337135,2
Jealousy,6,Jealous Dogs,Pretenders,"Those jealous dogs, always on the alert  
Tattle tale rights  
They'll take your back and leave your shirt  
Like that jealous bitch  
Always wanting more  
The courts have made her rich  
And the click of high heels down the corridor  
Jealous, jealous, jealous dogs  
  
Those jealous dogs, detectives every one  
Don't be a sucker all your life  
She's gonna have you hung  
Evidence, evidence, evidence  
Suspicion invites treachery  
Oh you really got taken  
Bringing home the bacon  
Jealous, jealous, jealous dogs  
  
Bow wow wow, here come the dogs  
Grrrrrr, here come the dogs  
Don't lay down, here come the dogs  
Stand straight don't slouch  
Get down off the couch  
  
You're gonna wet on the couch  
Get down, get down  
  
Those jealous dogs, they get worse and worse  
Every time you turn around  
They're sniffin' at your purse  
Who do they think we are?  
What do they think we do?  
It's hard to get in the mood  
When you're treated like some kind of dog food  
Jealous, jealous, jealous dogs  
  
Bow wow wow, here come the dogs  
Oh ruff ruff, here come the dogs  
Get down, here come the dogs  
Mind your leg, roll over and beg  
  
Happy birthday  
Merry Christmas

",0.4274510145,1
Jealousy,7,Jealous,Ne-Yo,"Said I'm jealous  
  
I said I wish my hands could do  
What that dress is doing  
Holding it tight  
As your body's moving.  
And the way that glass of wine,  
Can ease your mind and soothe ya.  
said ooh baby. I'm gonna do it to ya.  
  
From the wind that blows by  
Smell of a scent of your perfume.  
To the sun that touches your skin  
On a Sunday afternoon.  
I'm jealous!  
  
I said, you got me jealous of everything.  
Everything that gets to know to you. (Baby)  
Said you got me jealous of everything.  
Because nothing loves you like I do.  
I said nothing loves you like I do.  
  
Said I wish my thoughts could be,  
Could be inside your head.  
And make you think of me, and you,  
In your bed.  
Tattoo on your waistline.  
Ooh what I wouldn't do,  
Said what I wouldn't give to be a permanent part of you,  
Oh, oh.  
  
From the wind that blows by  
To the smell of a scent of your perfume.  
To the sun that touches your skin  
On a Sunday afternoon.  
I'm jealous!  
Ooh wow  
  
Got me jealous of everything. Ohh  
Everything that gets to know to you. Oh  
Said you got me jealous of everything. Eh  
Because nothing loves you like I do.  
Girl, listen to me I said nothing loves you like I do. baby  
I said nothing loves you like I do. baby  
  
Girl I try,  
With everything I am to keep my cool.  
But everywhere we go girl you can gise  
And they don't deserve the privilege of lookin' at you girl!  
And I know why,  
I sound a little crazy, yeah that's true.  
But baby when it comes to you and I,  
I'll be crazy for you, girl I'm so damn jealous.  
  
Said I'm jea- jealous  
Said I'm jea- jealous  
Said I'm jea- jealous ohh  
  
You got me jealous of everything. Ohoo  
Everything that gets to know to you. (Babe)  
Said you got me jealous of everything. Ooh babe  
Because nothing loves you like I do. Heyy  
I said nothing loves you like I do. Ey  
  
I said, you got me jealous of everything. Ey  
Everything that gets to know to you. Ohh  
Said you got me jealous of everything. Hoo  
Because nothing loves you like I do. Hey  
I said nothing loves you like I do. Ohoo  
  
I said nothing loves you like I do.  
Girl listen to me nothing loves you like I do. Eyy  
I said nothing loves you like I do. Ooh  
Like I do. baby  
I said like I do.  
Yeah

",0.4257243276,2
Jealousy,8,Move On,Heart,"Talk talk talk people are hammering in my brain  
Say so much nothing it's making me insane  
Telling out those rumors its gonna get hard to take  
Goes on and on what you gotta tolerate  
But never you mind, hey, don't waste your time  
  
[Chorus]  
Move on, let it ride  
Move on, leave it all behind  
Shine it on, shine your light  
Don't look back just leave it all behind I'll see you some other time  
Move on  
  
Them friends of many are really known by none  
Forever high school jealousy 101  
Make so much misery in this clich town  
They just love to get it up for the big let down  
But never you mind, hey don't waste your time  
  
[Chorus]  
  
See you on the flip side

",0.4192017913,0
Jealousy,9,Jealous Heart,Loretta Lynn,"Jealous heart, oh jealous heart stop beating  
Can't you see the damage you have done  
You have driven him away forever  
Jealous heart, now I'm the lonely one  
I was part of everything he planned for  
And I know he loved me from the start  
Now he hates the sight of all I stand for  
All because of you, oh jealous heart  
  
Jealous heart, why did I let you rule me  
When I knew the end would bring me pain  
Now he's gone, he's gone and found another  
Oh I'll never see my love again  
Through the years his memory will haunt me  
Even though we're many miles apart  
It's so hard to know he'll never want me  
'Cause he heard your beating, jealous heart

",0.4032803178,2
Jealousy,10,Careless Talk,Billy Joel,"Careless talk  
That's what you heard about me  
Jealous talk  
That's what I heard about you  
Everybody's telling lies  
I don't even know why  
Why can't people  
Find something better to do  
Careless talk  
I don't believe what they say  
I heard them talk  
They say you've been putting me down  
In the shadows on the phone  
They won't leave us alone  
They've been talking  
Ever since you came around  
Careless talk  
Telling you I'm doing wrong  
Jealous talk  
Follows wherever you go  
I'm aware of what you heard  
Every terrible word  
Everybody's making believe that they know  
All of the intimate things  
That we ever might have said  
In the heat of a passionate moment  
In a conversation shared  
For the ears of nobody else  
There are some things they will never hear  
There are secrets I'll never tell  
Careless talk  
Going around on the streets  
Jealous talk  
I know how bad it can be  
Let them stand where they fall  
They don't know us at all  
All that talking won't make a difference to me  
  

",0.4022146761,1
Falling in love,1,Falling In Love With Love,Andy Williams,"Falling in love with love is falling for make believe  
Falling in love with love is playing the fool  
Caring too much is such a juvenile fancy  
Learning to trust is just for children in school  
  
I fell in love with love one night when the moon was full  
I was unwise with eyes unable to see  
I fell in love with love, with love everlasting  
But love fell out with me  
  
Oh, I fell in love with love one night when the moon was full  
I was unwise with eyes unable to see  
I fell in love with love, with love everlasting  
But love fell out with me

",0.6906936765,2
Falling in love,2,When I Fall In Love,Natalie Cole,"When I fall in love it will be forever  
Or I'll never fall in love  
In a restless world like this is  
Love is ended before it's begun  
And too many moonlight kisses  
Seem to cool in the warmth of the sun  
  
When I give my heart it will be completely  
Or I'll never give my heart  
And the moment I can feel that you feel that way too  
Is when I fall in love with you.  
  
And the moment I can feel that you feel that way too  
Is when I fall in love with you.

",0.628262043,2
Falling in love,3,When I Fall In Love,Doris Day,"When I fall in love  
It will be forever  
Or I'll never fall in love  
  
In a restless world like this is  
Love is ended before its begun  
And too many moonlight kisses  
Seem to cool in the warmth of the sun  
  
When I give my heart  
It will be completely  
Or I'll never give my heart  
  
And the moment I can feel that  
You feel that way too  
Is when I fall in love with you  
  
And the moment I can feel that  
You feel that way too  
Is when I fall in love with you...

",0.6215665936,2
Falling in love,4,When I Fall In Love,Engelbert Humperdinck,"When I fall in love  
It will be forever  
Or I'll never fall in love  
  
In a restless world like this is  
Love is ended before it's begun  
And too many moonlight kisses  
Seem to cool in the warmth of the sun  
  
When I give my heart  
It will be completely  
Or I'll never give my heart  
  
And the moment I can feel that  
You feel that way too  
Is when I fall in love with you  
  
And the moment I can feel that  
You feel that way too  
Is when I fall in love with you

",0.6192081571,2
Falling in love,5,When I Fall In Love,Rick Astley,"When I fall in love it will be forever  
Or I'll never fall in love  
In a restless world like this is  
Love is ended before it's begun  
And too many moonlight kisses  
Seem to cool in the warmth of the sun  
  
When I give my heart it will be completely  
Or I'll never give my heart  
And the moment I can feel  
That you feel that way too  
Is when I fall in love with you  
  
And the moment I can feel  
That you feel that way too  
Is when I fall in love with you

",0.6192080975,2
Falling in love,6,When I Fall In Love,Carpenters,"Maybe I'm old fashioned feeling as I do  
Maybe I'm just living in the part  
But when I meet the right one, I know I'll be true  
My first love will be my last  
When I fall in love, it will be forever  
Or I'll never fall in love  
In a restless world like this is  
Love is ended before it's begun  
And too many moonlight kisses  
Seem to cool in the warmth of the sun  
When I give me heart, it will be completely  
Or I'll never give my heart  
And the moment I can fell that you fell that way too  
Is when I fall in love with you  
And the moment I can feel that you feel that way too  
Is when I fall in love with you

",0.6005097032,2
Falling in love,7,Falling,Kylie Minogue,"Falling in love  
  
Kiss the past till it's better  
Make it last if you can  
Tell me know you regret her  
I'll try to understand  
  
What was lost can be regained  
All the hurt can be healed  
There's no need to feel ashamed  
You've come back and I feel afraid  
  
Falling in love falling in love  
Falling in love all over again  
I'm falling in love all over again  
Falling in love with you  
  
Say goodnight to your bad dreams  
Feel no guilt for what's done  
Another past has been washed clean  
And the day has begun  
  
Falling in love falling in love  
Falling in love all over again  
I'm falling in love all over again  
Falling in love with you  
  
Falling in love with you  
Falling in love with you  
In love with you  
Falling in love with you  
  
I'm falling in love all over again  
I'm falling in love with you  
Again and again you've got me falling  
Again and again falling in love

",0.5938624144,2
Falling in love,8,Almost Like Being In Love,Ella Fitzgerald,"What a day this has been  
What a rare mood I'm in  
Why it's almost like being in love  
There's a smile on my face  
For the whole human race  
Why it's almost like being in love  
  
All the music of life seems to be  
Like a bell that is ringing for me  
And from the way that I feel  
When that bell starts to peal  
I would swear I was falling  
I could swear I was falling  
It's almost like being in love  
  
What a day this has been  
What a rare mood I'm in  
Why it's almost like being in love  
There's a smile on my face  
For the whole human race  
Why it's almost like being in love  
  
All the music of life seems to be  
Like a bell that is ringing for me  
And from the way that I feel  
When that bell starts to peal  
I would swear I was falling  
I could swear I was falling  
It's almost like being in love

",0.591301918,1
Falling in love,9,Almost Like Being In Love,Frank Sinatra,"What a day this has been  
What a rare mood I'm in  
Why, it's almost like being in love  
  
There's a smile on my face  
For the whole human race  
Why, it's almost like being in love  
  
All the music of life seems to be  
(Just) like a bell that is ringing for me  
  
And from the way that I feel  
When the bell starts to peel  
I would swear I was falling  
I could swear I was falling  
It's almost like being in love

",0.5907211304,1
Falling in love,10,I'll Never Fall In Love Again,Tom Jones,"I've been in love so many times  
Thought I knew the score  
But now you've treated me sorta wrong  
I can't take anymore  
And it looks like  
I'm never gonna fall in love again  
  
Fall in love, I'm never gonna fall in lo-o-ve  
I mean it  
Fall in love a-a-a-a-a-a-a-gain  
  
All those things I heard about you  
I thought they were only lies  
But when I caught you in his arms  
I just broke down and cried  
And it looks like  
I'm never gonna fall in love again  
  
Fall in love, no, I'm never gonna fall in lo-o-ve  
I mean it, I mean it  
Fall in love a-a-a-a-a-a-a-gain  
  
I gave my heart so easily  
I cast aside my pride  
But when ya fell for someone else, baby  
I broke up all inside  
And it looks like  
I'm never gonna fall in love again  
  
Fall in love, no, I'm never gonna fall in lo-o-ve  
Please don't make me  
Fall in love again

",0.5884578824,1
Letting go,1,I Loved Another Woman,Fleetwood Mac,"My baby's gone and left me - crying by myself  
My baby's gone and left me - crying by myself  
I loved another woman - I lost my best gal  
  
She was a real good woman - she didn't me no harm  
She was a real good woman - she wouldn't do me no harm  
But I loved another woman - now she's up and she's gone  
  
Well, come back baby - I know I treated you wrong  
Well, come back baby - I know I treated you wrong  
I loved another woman - now, I won't do that no more

",0.4913385808,1
Letting go,2,The Art Of Letting Go,Pat Benatar,"Here we go again  
'Round and 'round again  
Gettin' nowhere fast  
It's the same old thing  
  
One more final scene  
Never meant to last  
Who'll be the first one who's leaving  
Who'll be the last one to cry  
  
Something just keeps me believing  
In our love tonight  
  
[Chorus]  
I can't seem to say goodbye  
Though I've tried a million times  
The more I learn, the less I know  
About the art of letting go  
  
So we take our time  
And we make our moves  
Oh, so carefully  
Old ways seem so safe  
Habits hard to break  
When you're here with me  
  
I don't know how hard to hold you  
No easy way to be free  
Something just keeps me believing  
That we're meant to be  
  
[Chorus]  
  
For we all feel  
And we all know  
It's not easy  
Letting go  
  
[Chorus]  
  
We got beyond letting go  
(We got beyond letting go)  
You gotta let go  
You gotta let go  
Yeah, yeah

",0.4880157113,2
Letting go,3,Sound Of Letting Go,David Guetta,"This is the point of no return  
'Cause this is where we crash and burn  
And now every time i face this pain  
I can hear it coming back again  
It's the sound of letting go.  
  
It's the sound of letting go.  
It's the sound of letting go.  
It's the sound of letting go.  
It's the sound of letting go.  
  
Breaking up and breaking down  
This is what we've come to now  
What's the use we can't deny  
Can't you hear it?  
It's the sound of letting go.  
  
We could go around all day  
Fine excuses we can say  
In the silence i can hear  
Can't you feel it?  
It's the sound of letting go.  
  
It's getting louder and louder  
What we gonna do?  
It's getting louder and louder  
Fillin' up the room.  
I can hear it hear it  
Comin' over us.  
  
I can hear it tellin' me that we had enough  
  
It's getting louder and louder  
What we gonna do?  
It's getting louder and louder  
Fillin' up the room.  
I can hear it hear it  
Comin' over us.  
  
It's the sound of letting go.  
I know you can hear it.  
It's the sound of letting go.  
I know we can't deceive it.  
  
I know you can hear it.  
It's the sound of letting go.  
I know we can't deceive it.  
It's the sound of letting go.  
  
I can't let it break me down  
This is what we've come to now.  
What's the use we can't deny (can't you hear it?)  
It's the sound of letting go.  
  
Every time i face this pain  
I hear it coming back again  
And i've been calling out your name (can't you hear it?)  
It's the sound of letting go.  
  
I can hear it.  
I can hear it.  
I can hear it.  
  
It's the sound of letting go.  
I can hear it  
I can hear it  
It's the sound of letting go.  
I can hear it  
I can hear it  
It's the sound of letting go.

",0.4844483435,2
